Start,End,Regularity,Steps,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Snore time,Sleep Quality
21.26.00,05.02.00,80,7978,136.8,27321.4,19580.3,4098.2,05.00.00,05.00.00,321.4,82
21.53.00,05.01.00,88,7357,11.4,25695.1,22012.1,2226.9,05.00.00,05.00.00,243.5,77
22.21.00,06.15.00,87,3938,109.6,28439.8,23036.2,568.8,06.30.00,06.30.00,205.9,85
22.11.00,06.00.00,93,5028,49.0,28154.7,23931.5,1407.7,06.00.00,06.00.00,4477.3,85
21.05.00,03.04.00,83,11232,34.6,21561.4,19405.3,1437.4,03.00.00,03.00.00,0.0,65
22.43.00,06.13.00,74,8018,68.4,26980.8,23203.5,539.6,06.00.00,06.00.00,240.0,81
21.30.00,05.13.00,71,1411,35.0,27760.6,24244.3,1758.2,05.00.00,05.00.00,120.0,83
21.09.00,05.07.00,89,3657,7.1,28650.8,26167.8,2483.1,05.00.00,05.00.00,76.0,86
22.23.00,05.03.00,93,3526,12.1,24002.6,19522.1,3280.3,05.00.00,05.00.00,0.0,72
22.41.00,06.51.00,86,14955,57.6,29380.9,24288.2,1567.0,05.00.00,05.00.00,0.0,88
22.24.00,07.28.00,93,2877,26.6,32611.5,29241.7,1304.5,05.00.00,05.00.00,62.2,97
22.20.00,05.29.00,88,3930,8.3,25739.2,21706.8,2573.9,05.30.00,05.30.00,181.6,77
21.21.00,05.02.00,85,2673,75.6,27668.5,24071.6,553.4,05.00.00,05.00.00,1127.3,83
22.10.00,04.43.00,87,8152,50.1,23587.5,19970.8,1258.0,04.45.00,04.45.00,120.0,71
22.32.00,05.45.00,89,2299,7.5,25988.0,23302.6,2685.4,05.45.00,05.45.00,168.8,78
22.22.00,05.47.00,92,1016,48.6,26698.4,22693.7,2046.9,05.45.00,05.45.00,180.0,80
21.58.00,06.02.00,94,1583,15.1,29001.1,26777.7,580.0,06.00.00,06.00.00,120.0,87
22.08.00,05.01.00,94,3763,35.6,24771.6,20643.0,4128.6,05.00.00,05.00.00,534.7,74
21.53.00,06.07.00,91,2547,63.4,29661.7,24322.6,2768.4,06.00.00,06.00.00,82.8,89
21.19.00,04.55.00,88,2003,30.5,27364.8,23260.1,4104.7,04.55.00,04.55.00,0.0,82
21.15.00,04.58.00,92,2867,43.7,27774.2,23700.6,4073.5,04.55.00,04.55.00,465.1,83
21.27.00,06.07.00,94,2772,14.4,31225.7,27166.4,4059.3,06.00.00,06.00.00,180.0,94
21.47.00,05.55.00,92,1973,13.2,29301.4,25589.9,3711.5,06.45.00,06.45.00,224.1,88
21.38.00,06.10.00,94,852,12.5,30732.5,27556.8,3175.7,06.00.00,06.00.00,402.7,92
21.31.00,05.00.00,94,939,21.9,26940.4,23348.3,3592.0,05.00.00,05.00.00,152.5,81
21.53.00,05.00.00,93,2435,27.6,25612.0,19892.0,3414.9,05.00.00,05.00.00,75.0,77
22.51.00,06.09.00,82,10416,44.1,26284.7,20940.1,4205.6,06.15.00,06.15.00,420.0,79
00.20.00,06.07.00,85,1416,127.2,20845.1,14174.7,3543.7,06.15.00,06.15.00,0.0,62
22.58.00,05.03.00,84,2096,34.2,21860.8,17998.7,3862.1,05.00.00,05.00.00,80.0,65
22.06.00,05.00.00,87,759,40.8,24813.7,19189.2,1323.4,05.00.00,05.00.00,530.0,74
21.45.00,06.09.00,87,1780,52.8,30193.3,27475.9,603.9,06.00.00,06.00.00,300.0,90
22.09.00,06.38.00,91,2385,63.0,30556.0,24037.4,3361.2,07.00.00,07.00.00,61.9,91
23.10.00,07.00.00,90,5720,54.5,28209.0,22191.1,1692.5,07.00.00,07.00.00,3322.8,83
22.46.00,06.34.00,91,8642,41.6,28084.1,24058.7,1497.8,07.00.00,07.00.00,724.3,86
22.22.00,06.20.00,92,4262,64.8,28730.8,23080.4,1819.6,07.00.00,07.00.00,120.0,83
22.18.00,05.54.00,95,5694,61.8,27347.5,19963.6,2187.8,06.30.00,06.30.00,0.0,79
21.37.00,05.52.00,95,4655,185.3,29708.3,22380.3,2178.6,06.30.00,06.30.00,0.0,60
21.31.00,06.30.00,95,3637,194.2,32344.4,24797.4,2371.9,06.30.00,06.30.00,180.0,64
22.07.00,06.24.00,94,6765,83.3,29811.9,22259.5,2484.3,06.30.00,06.30.00,527.2,82
22.49.00,05.58.00,93,4188,206.3,25738.3,21791.7,3346.0,06.30.00,06.30.00,471.4,49
22.21.00,06.15.00,93,2962,99.4,28442.8,22280.2,568.9,06.30.00,06.30.00,180.0,75
00.32.00,06.44.00,87,4091,34.3,22292.9,21847.1,445.9,06.30.00,06.30.00,147.4,69
22.13.00,06.29.00,78,4072,10.2,29714.9,29120.6,594.3,06.30.00,06.30.00,540.0,97
21.45.00,06.21.00,87,3768,11.4,30953.2,26826.1,619.1,06.30.00,06.30.00,219.1,100
23.16.00,06.11.00,90,990,41.4,24911.3,20427.3,4484.0,06.30.00,06.30.00,60.0,76
22.28.00,05.35.00,90,3191,33.8,25591.6,20985.1,4094.7,05.30.00,05.30.00,600.0,80
22.47.00,05.30.00,93,660,32.6,24197.9,20164.9,4033.0,05.30.00,05.30.00,499.3,75
22.01.00,04.52.00,93,20016,29.7,24686.7,20654.5,4032.2,04.50.00,04.50.00,175.8,77
21.21.00,06.32.00,84,1872,23.8,33084.0,26357.0,4080.4,06.30.00,06.30.00,1043.7,100
21.59.00,05.01.00,84,1053,28.3,25315.7,21265.2,4050.5,05.00.00,05.00.00,844.8,80
22.16.00,04.51.00,89,3910,28.4,23701.2,19672.0,4029.2,04.50.00,04.50.00,86.3,74
21.04.00,05.35.00,90,3021,43.3,30648.4,26561.9,4086.4,05.30.00,05.30.00,1400.2,93
22.25.00,07.30.00,78,1907,44.5,32698.7,28447.8,4250.8,05.30.00,05.30.00,492.2,98
21.57.00,04.46.00,77,1279,31.1,24555.5,19726.2,4010.7,04.45.00,04.45.00,64.8,77
22.36.00,06.08.00,76,2497,90.1,27105.1,20328.8,3704.4,06.00.00,06.00.00,2453.3,73
21.36.00,04.46.00,79,2309,37.8,25822.0,20055.1,3701.1,04.45.00,04.45.00,319.2,79
22.03.00,05.50.00,84,1046,25.5,28033.4,23734.9,3644.3,05.45.00,05.45.00,420.0,88
22.07.00,04.45.00,86,1374,22.2,23887.8,18314.0,1911.0,04.45.00,04.45.00,1965.6,76
22.46.00,06.30.00,86,3611,34.7,27869.1,22945.6,4087.5,06.20.00,06.20.00,1527.6,86
23.08.00,05.01.00,85,24273,25.6,21182.0,17651.7,2824.3,05.00.00,05.00.00,286.7,67
22.16.00,04.56.00,86,502,13.7,23974.8,20138.8,2877.0,04.45.00,04.45.00,147.7,78
21.30.00,06.19.00,86,1275,20.2,31740.2,28248.8,2856.6,06.30.00,06.30.00,420.7,100
21.17.00,04.46.00,86,384,25.4,26897.7,21697.5,2869.1,04.45.00,04.45.00,99.1,85
21.38.00,04.46.00,91,3863,34.5,25700.0,22530.3,3169.7,04.45.00,04.45.00,414.0,79
22.54.00,06.01.00,88,1264,27.5,25667.1,22415.9,3251.2,06.00.00,06.00.00,512.8,80
22.02.00,04.47.00,81,5463,24.7,24285.3,20237.8,3076.1,04.45.00,04.45.00,208.0,76
22.10.00,06.41.00,83,489,34.0,30635.3,26142.1,3267.8,06.30.00,06.30.00,185.6,94
21.27.00,04.47.00,81,607,80.7,26418.7,20342.4,1761.2,04.45.00,04.45.00,360.0,72
22.09.00,04.46.00,86,1242,26.8,23813.0,21034.8,2778.2,04.45.00,04.45.00,338.2,75
22.20.00,06.02.00,88,6020,51.6,27777.4,25277.4,555.5,06.00.00,06.00.00,420.0,82
22.58.00,06.53.00,88,7493,45.3,28470.0,25243.4,1518.4,06.30.00,06.30.00,120.0,85
22.00.00,04.46.00,81,126,58.3,24312.4,21151.8,1377.7,04.45.00,04.45.00,114.9,70
21.47.00,06.02.00,81,1711,49.1,29685.3,25430.4,2176.9,05.45.00,05.45.00,480.0,88
22.24.00,04.45.00,82,979,6.8,22879.7,15558.2,3660.7,04.45.00,04.45.00,180.0,75
22.22.00,04.46.00,100,3526,116.0,23018.1,17340.3,460.4,04.45.00,04.45.00,480.0,57
23.03.00,06.02.00,84,2712,19.5,25148.3,21627.5,2766.3,06.00.00,06.00.00,203.2,80
22.20.00,04.43.00,83,603,83.8,22947.5,17210.6,1223.9,04.45.00,04.45.00,284.6,62
22.20.00,04.47.00,91,1067,24.3,23253.4,19455.4,3100.5,04.45.00,04.45.00,1404.2,73
21.42.00,06.43.00,89,3359,18.2,32431.6,26810.1,2162.1,06.30.00,06.30.00,90.0,100
21.36.00,04.47.00,81,8383,24.5,25846.8,22745.2,3101.6,04.45.00,04.45.00,78.8,81
21.03.00,06.33.00,82,574,48.4,34173.7,30642.4,683.5,06.00.00,06.00.00,321.1,96
22.10.00,04.46.00,78,2777,29.8,23761.5,17583.5,3485.0,04.45.00,04.45.00,600.0,74
22.16.00,06.22.00,81,1745,35.7,29129.9,26119.8,1262.3,05.45.00,05.45.00,300.0,89
00.29.00,08.05.00,77,2804,53.9,27319.8,22038.0,2732.0,05.45.00,05.45.00,174.7,80
23.00.00,07.32.00,75,8460,46.5,30667.8,26476.6,2146.7,07.00.00,07.00.00,128.9,91
22.30.00,05.30.00,76,2165,91.0,25240.6,18593.9,2103.4,05.30.00,05.30.00,122.9,67
23.07.00,04.46.00,84,1236,18.9,20357.0,17507.0,2442.8,04.45.00,04.45.00,360.0,65
21.44.00,04.45.00,85,1547,52.6,25270.3,20721.7,4548.7,04.45.00,04.45.00,268.0,74
22.20.00,06.17.00,85,1793,33.4,28617.3,24133.9,4483.4,06.05.00,06.05.00,145.8,88
21.31.00,10.29.00,70,2016,6.0,46703.4,45769.4,934.1,06.05.00,06.05.00,1860.9,100
21.39.00,05.27.00,62,15754,44.7,31648.5,27428.7,4219.8,05.55.00,05.55.00,478.4,94
21.51.00,05.53.00,70,13958,77.6,28935.2,24787.8,4147.4,05.55.00,05.55.00,342.0,79
21.51.00,04.46.00,78,798,92.9,24895.4,18505.6,3402.4,04.45.00,04.45.00,540.0,65
22.02.00,04.46.00,89,727,2.6,24207.5,21544.7,2662.8,04.45.00,04.45.00,300.0,80
21.43.00,06.19.00,91,1863,2.5,30961.2,28277.9,2683.3,05.45.00,05.45.00,840.0,100
22.18.00,06.31.00,89,1297,9.2,29530.1,26281.8,3248.3,06.30.00,06.30.00,716.3,96
22.13.00,06.09.00,95,4696,35.3,28546.5,25977.3,2569.2,05.55.00,05.55.00,249.8,87
21.34.00,04.31.00,89,121,6.7,25029.7,21358.7,2836.7,04.30.00,04.30.00,72.1,82
21.32.00,04.32.00,90,597,8.4,25202.2,21589.9,2772.2,04.30.00,04.30.00,540.0,82
22.03.00,06.10.00,91,2695,17.5,29189.7,25103.2,4086.6,06.00.00,06.00.00,516.4,93
23.48.00,07.40.00,77,5231,21.2,28322.6,24168.6,566.5,06.00.00,06.00.00,215.5,79
22.07.00,07.45.00,79,1060,34.0,34679.0,33985.4,693.6,06.00.00,06.00.00,553.5,86
21.59.00,06.11.00,81,4876,36.4,29478.2,26333.9,589.6,06.00.00,06.00.00,216.1,81
21.25.00,23.29.00,41,0,8.2,7452.5,7303.4,149.0,04.15.00,04.15.00,0.0,25
21.15.00,04.16.00,82,4110,30.6,25291.0,21581.7,505.8,04.15.00,04.15.00,1258.8,74
20.26.00,07.13.00,73,4484,1.8,38815.6,36227.9,776.3,04.15.00,04.15.00,158.7,85
21.59.00,06.12.00,74,4893,32.2,29600.7,27430.0,592.0,05.30.00,05.30.00,1424.1,81
23.23.00,07.50.00,77,12048,17.8,30385.3,26536.5,607.7,07.45.00,07.45.00,515.1,90
21.34.00,05.32.00,70,2044,27.1,28684.8,28111.1,573.7,05.30.00,05.30.00,235.2,80
21.27.00,04.20.00,77,2701,19.6,24817.9,20268.0,496.4,04.20.00,04.20.00,486.5,75
21.02.00,04.21.00,84,2333,19.1,26310.5,25784.3,526.2,04.20.00,04.20.00,322.6,80
22.08.00,06.00.00,87,2240,16.4,28364.5,25433.5,567.3,05.30.00,05.30.00,480.0,88
21.51.00,05.54.00,97,2585,26.2,29000.6,25617.2,580.0,05.30.00,05.30.00,1363.3,80
21.33.00,04.21.00,84,556,22.9,24506.7,20585.6,490.1,04.20.00,04.20.00,61.9,71
21.20.00,04.22.00,91,1933,12.1,25297.0,24791.1,505.9,04.20.00,04.20.00,84.6,82
21.38.00,07.14.00,86,3477,15.8,34580.1,33427.4,1152.7,05.30.00,05.30.00,246.8,100
22.28.00,05.33.00,76,3637,35.0,25500.6,22100.5,510.0,05.30.00,05.30.00,360.0,62
21.47.00,06.00.00,85,2887,18.9,29553.0,24430.5,1182.1,06.30.00,06.30.00,647.4,89
22.05.00,05.42.00,88,14029,24.6,27426.8,24227.0,548.5,05.40.00,05.40.00,0.0,77
21.40.00,04.21.00,90,2863,8.1,24066.5,23585.2,481.3,04.20.00,04.20.00,388.2,81
22.01.00,04.21.00,92,4297,31.2,22804.5,20296.0,456.1,04.20.00,04.20.00,533.9,58
22.53.00,06.44.00,85,2394,41.0,28232.0,25220.6,564.6,05.45.00,05.45.00,1374.4,63
21.05.00,06.00.00,76,5550,77.5,32108.7,28576.8,642.2,06.40.00,06.40.00,1200.0,54
06.03.00,06.51.00,23,0,0.0,2863.0,0.0,0.0,06.40.00,06.40.00,0.0,10
23.28.00,07.19.00,74,14022,70.8,28212.8,26143.9,564.3,06.45.00,06.45.00,1002.5,57
21.41.00,05.41.00,73,2536,47.2,28780.4,28204.8,575.6,05.30.00,05.30.00,65.8,72
21.56.00,04.21.00,76,632,37.5,23078.1,22616.5,461.6,04.20.00,04.20.00,151.4,62
22.25.00,04.41.00,84,3444,60.6,22614.9,17865.7,452.3,04.40.00,04.40.00,550.7,51
22.40.00,07.10.00,77,4206,53.6,30625.3,25317.0,612.5,07.00.00,07.00.00,1724.3,74
21.29.00,06.16.00,83,737,53.6,31615.1,25924.4,632.3,06.00.00,06.00.00,780.8,77
22.00.00,08.21.00,81,8377,62.8,37220.9,32010.0,744.4,06.00.00,06.00.00,853.5,75
22.12.00,07.28.00,85,9273,49.5,33363.9,29693.8,667.3,06.00.00,06.00.00,1422.3,83
23.05.00,07.15.00,91,1519,55.9,29439.8,22766.8,588.8,07.00.00,07.00.00,785.9,73
22.03.00,05.06.00,85,88,32.0,25358.3,24851.1,507.2,05.00.00,05.00.00,443.0,73
